Pos X(inch),Pos Y(inch),Pos Z(inch)
-0.669,-0.669,0.0
-0.6615697093199145,-0.6689965170165205,0.01578368026261405
-0.6689513932967696,-0.6643757539430976,0.0014433844224189122
-0.6775976680171715,-0.6762995783887121,0.005451903654997511
-0.6746459853457926,-0.6703580299599473,-0.007843523354961544
-0.6716198202227155,-0.6655980660636591,0.0011596026294758287
-0.6722475043914046,-0.6663909455726967,-0.003928372168213268
-0.6655705413441231,-0.6629883184035477,-0.0025861839418040633
-0.660274636270876,-0.6591570750801314,-0.004378911530581738
-0.6710589681062109,-0.6703390239610952,-0.0020837755536186296
-0.6655846944162608,-0.6628288003903678,-0.004234999667688789
-0.6642206283728723,-0.6576820483788428,-0.0015142037198585623
-0.6677586560938455,-0.6705299260126093,-0.0055970247381864225
-0.6592850890171223,-0.6616999919476612,0.0036517420230145676
-0.6667956281087305,-0.6598093272854781,-0.004936685450724367
-0.6730279331510469,-0.663168071073672,-0.002617751309056776
-0.6650665580865152,-0.6582409401325888,-0.006783036550248109
-0.67060850754173,-0.6655518901474922,-0.0016173481225368088
-0.6708132897182294,-0.6623600183879482,0.007956151706525822
-0.6662196222852951,-0.666018693848544,0.0011592979520429695
-0.6686894978252448,-0.6719164690766125,-0.006129818544018013
-0.6722994657089668,-0.6682743411758925,-0.011322762577490455
-0.6595844395788797,-0.655883815344087,0.00038233873498694714
-0.6649714688729007,-0.6524590515976137,0.0009444144937228561
-0.676322419546762,-0.659843159238542,0.010412849812754907
-0.6745767991955521,-0.6537375255225363,0.0008620043890482588
-0.6712861245114231,-0.6643020825906417,0.003426563475666755
-0.6756240173651014,-0.6605599152684852,0.005487720782001238
-0.6690311485991837,-0.6622376954029866,-0.002620105115496189
-0.6747945611136325,-0.6560703697957763,0.0009936505541540792
-0.6674356511666125,-0.6647014146005152,-0.0036625674711678402
-0.6683459574629399,-0.6593113083593375,0.004483139442079391
-0.6714321404050652,-0.6611819515211282,-0.00595895431545122
-0.6713342189107301,-0.6560501851981162,-0.002385850634983703
-0.6649312749682726,-0.6576516563788154,-0.00015374256707620122
-0.6728737254305195,-0.6512067503245562,0.00397355222154283
-0.6647764400014018,-0.6554506873725996,0.0010838600350281757
-0.6700079413442485,-0.6504496815125975,0.004364918260734557
-0.6718901384554743,-0.6530421240401659,0.0015078228897325158
-0.6699167563429766,-0.65988736605371,0.005799035576173719
-0.6724481318437773,-0.6553646247822633,-0.008376285243081257
-0.6558193533305969,-0.6535248190971452,-0.007212198336672392
-0.6651901561342901,-0.65929945972926,-0.0012133822680600083
-0.6686498197322732,-0.6538996524228907,0.0030596923144652244
-0.6671892005719559,-0.6442986365901179,0.004665869732787287
-0.6693877613738374,-0.648920980154341,-0.0061780254634608
-0.6638991399027225,-0.6574056213128117,-0.0011695800231485694
-0.67653114574564,-0.6543660601069284,-0.002248532383943786
-0.666104733522022,-0.6540156248791796,-0.0025944599096009574
-0.6784300402659207,-0.6631852609872714,-0.0032565522918474553
-0.6636205294887532,-0.6439122837595195,0.002092352518201581
-0.6612114803062719,-0.6457830190835024,-0.005280984373716291
-0.6702802023955905,-0.6390175917685141,0.0041895636072239615
-0.6657072859618152,-0.651305001841007,-0.006717665519934858
-0.6582192515379773,-0.6437911428532817,0.004306754846329014
-0.6724122759287577,-0.6476828038267792,0.006534912961609125
-0.6782704692572527,-0.6582585731656241,-0.005585963420877399
-0.6679909948720856,-0.6518217244934847,-0.0010179668246728972
-0.6762716483879903,-0.6460785153451856,0.00686784829416158
-0.6699419458579688,-0.6525831577214979,0.00020172597004670768
-0.6669466978709601,-0.6560208218521627,-0.001340297856886071
-0.6738223477765871,-0.6522241394484951,0.003003368419368727
-0.6604181991250834,-0.640985466447823,-0.002877967635788542
-0.6669890972543042,-0.6421050264382794,-0.00028282648294003553
-0.6699187403071809,-0.6459172376480087,-0.001250820185081646
-0.6696236846051271,-0.6495412739361334,0.0036117925397495926
-0.6677697207476586,-0.6427223650354308,-0.0032874318141769207
-0.66759876589715,-0.6482316378953047,0.004812945932103204
-0.6839052291425621,-0.6460892563642381,-0.006398952267694553
-0.6684115456790306,-0.6423435327186188,0.003529506739936274
-0.6646224206281436,-0.6361487184127281,-0.009593103517759879
-0.6704406392181467,-0.6343475489843876,-0.0014098263391469402
-0.6708427890461429,-0.6459243982691821,0.002290228631720148
-0.684461831956605,-0.6351101032513687,-0.0020093323742032855
-0.6725150525915808,-0.6446342626173909,0.0004324312746508499
-0.6677951884434136,-0.6390762790706169,-0.0032000374616226526
-0.6711800474399775,-0.6424779526238634,0.006758387104468409
-0.6806395685266203,-0.6409718178777448,0.00831547508309309
-0.6689871532940538,-0.6441094074465281,-0.0031594421183474167
-0.6731637845047995,-0.6384748481624534,-0.0038575265105095053
-0.6682988553656608,-0.641822769444952,0.0010914457101876085
-0.6634174510206577,-0.6419193486361562,0.007031887054506056
-0.6725067549617899,-0.6321732525616811,-0.004386273433591355
-0.6673521076953677,-0.6415272747563593,0.0035714655567556795
-0.6662925027799358,-0.6390674149666704,-0.01847782614047166
-0.6679234097436759,-0.6464249927893838,-0.003133359608857994
-0.667418613908342,-0.6349946156973626,0.006712078678414336
-0.6727493398693779,-0.6354769525733501,0.0027402096201289044
-0.671851469630966,-0.639543064048798,0.009567894500953465
-0.6746432193981925,-0.6291140671489655,0.004923565083032147
-0.6733558847869671,-0.6381352483823853,-0.004014045745286545
-0.6715487879271484,-0.6401217904252813,-0.007595122525689045
-0.66387589157881,-0.6395052861217614,-0.006455726236695306
-0.6598737005996337,-0.6424858450925514,-0.002730419727233353
-0.6796788039657895,-0.6342212700570827,-0.0032260535936143144
-0.6666753492209173,-0.639862057432794,0.0014170892114527284
-0.6665479382489103,-0.626985492472738,0.0019860650380439573
-0.674771990847774,-0.6360056717020924,0.0026061315043036503
-0.6669582951298958,-0.6349847553549192,-0.00667110024087111
-0.6714917896596333,-0.6304078612183156,-0.0028323134786493467
-0.669,-0.634,0.0
-0.6665550354354935,-0.6254331031481543,0.0031233056405051735
-0.6847197536967182,-0.6184075641524124,0.004053169400937175
-0.6746549069578809,-0.6073330559508562,0.005785876465070877
-0.6624922139470286,-0.6128031131735528,0.0008211428439231794
-0.6675806202520947,-0.606382011941862,0.002417494997704677
-0.6616845698784757,-0.6050239670949753,-0.0036557149707799786
-0.6630214763665605,-0.5920406876007839,-0.001062384793345782
-0.660632923481501,-0.5988733305565785,0.007087801460378419
-0.6603799061721854,-0.5717269035956487,0.0020224936038828693
-0.6678055498634428,-0.5703652234048449,-0.002837965291202397
-0.6704157931690459,-0.5750655764095007,-0.0058424857430361375
-0.6670422730431749,-0.5703394687762909,-0.001687904427836041
-0.6624213399689014,-0.5739191567026021,0.001563079415267929
-0.6647799846421141,-0.5564624091656045,0.007781333488340514
-0.6729782121474893,-0.5607565763013996,-0.003541306597701969
